speed_kmh,dist_from_prev_m,inactivity_min,dist_from_route_m,label,scenario,hour
0.09,56.2,37.0,37.9,0,overnight,22
17.17,4215.6,14.98,3100.0,1,route_abandonment,16
1.19,47.2,14.0,21.4,0,dwell,14
0.48,38.7,22.0,20.8,0,overnight,7
0.13,68.6,25.0,31.2,0,overnight,9
0.43,25.3,22.0,28.8,0,overnight,5
0.32,72.6,36.0,53.2,0,overnight,22
7.26,229.8,58.23,119.3,1,normal,14
0.36,13.1,36.0,29.9,0,overnight,5
6.43,8496.1,46.0,7072.2,1,signal_loss_return,10
0.39,56.4,32.0,56.8,0,overnight,18
0.04,71.7,35.0,40.7,0,overnight,2
0.56,91.9,12.01,462.9,0,synthetic_normal,2
0.28,78.3,35.0,38.3,0,overnight,10
0.18,11.2,28.0,45.9,0,overnight,4
0.48,54.3,34.0,22.3,0,overnight,10
22.77,1469.1,3.43,26.4,0,normal,14
0.13,32.1,23.0,9.0,0,overnight,6
0.43,74.0,36.0,40.0,0,overnight,11
0.15,24.4,36.0,45.0,0,overnight,20
0.31,88.1,40.0,31.4,0,overnight,17
0.82,30.1,6.0,37.7,0,dwell,17
0.33,13.2,22.0,18.4,0,overnight,19
0.12,47.5,24.77,674.8,0,synthetic_normal,4
0.09,76.4,30.0,46.1,0,overnight,16
0.68,17.3,6.0,42.6,0,dwell,18
0.28,51.1,34.0,47.3,0,overnight,4
0.06,71.8,36.0,44.5,0,overnight,23
0.17,89.2,25.0,43.3,0,overnight,3
27.92,908.1,6.77,220.4,0,normal,15
7.21,168.8,5.37,186.2,0,normal,13
0.36,61.7,28.0,22.7,0,overnight,4
0.45,39.3,35.0,18.9,0,overnight,19
0.38,44.8,26.0,26.4,0,overnight,7
0.04,62.2,37.0,30.9,0,overnight,1
5.17,242.7,6.08,160.2,0,normal,13
0.0,200.0,23.5,12158.6,1,route_abandonment,10
0.48,46.6,21.0,31.4,0,overnight,22
0.23,34.4,37.0,14.8,0,overnight,5
0.14,58.3,20.0,37.7,0,overnight,6
33.82,995.1,21.94,12441.4,1,route_abandonment,21
0.25,61.5,22.0,35.3,0,overnight,22
0.22,17.9,22.0,38.2,0,overnight,9
1.36,17.3,14.0,122.9,0,dwell,18
0.12,74.4,39.0,43.6,0,overnight,19
0.27,38.3,35.0,35.4,0,overnight,4
6.1,209.2,4.3,21.6,0,normal,16
0.37,36.8,28.0,24.3,0,overnight,18
0.27,45.5,33.0,47.8,0,overnight,16
0.01,31.1,31.0,18.6,0,overnight,8
0.0,20.8,29.0,18.8,0,overnight,19
0.06,18.1,32.0,33.0,0,overnight,14
0.2,64.8,36.0,29.5,0,overnight,7
0.35,18.2,34.0,39.4,0,overnight,1
0.35,65.1,21.0,39.9,0,overnight,9
0.16,54.1,32.0,29.6,0,overnight,9
0.19,50.7,37.0,36.2,0,overnight,4
1.46,45.6,6.0,58.9,0,dwell,14
1.06,80.2,30.71,267.9,0,synthetic_normal,21
0.19,12.1,25.0,13.6,0,overnight,7
0.45,20.0,7.0,21.0,0,dwell,14
0.0,75.7,22.0,33.6,0,overnight,23
0.47,124.5,28.45,67.8,0,synthetic_normal,2
1.27,32.7,10.0,33.5,0,dwell,21
0.3,42.4,30.0,15.9,0,overnight,18
32.45,2308.4,9.24,3723.8,1,route_abandonment,6
13.51,215.0,6.11,20999.0,1,route_abandonment,2
1.01,63.1,11.0,3.5,0,dwell,14
0.4,30.8,22.0,38.4,0,overnight,0
0.45,51.4,27.0,11.7,0,overnight,2
0.04,25.6,29.0,42.5,0,overnight,23
17.72,0.0,3.99,0.0,0,synthetic_normal,2
0.49,26.2,31.0,13.7,0,overnight,2
4.23,165.7,6.65,135.8,0,normal,14
0.43,50.0,38.0,11.6,0,overnight,2
0.05,49.6,22.0,39.7,0,overnight,19
1.0,2.5,72.36,194.3,1,prolonged_inactivity,19
32.09,1023.8,5.07,686.4,0,normal,16
0.32,79.1,31.0,29.9,0,overnight,11
1.54,119.3,22.1,374.3,0,synthetic_normal,12
0.49,60.0,36.0,43.0,0,overnight,9
0.38,23.0,30.0,17.3,0,overnight,2
0.22,30.1,21.0,12.3,0,overnight,11
0.4,54.4,27.0,41.6,0,overnight,20
1.11,53.2,7.0,60.4,0,dwell,14
0.0,34.9,63.25,237.1,1,prolonged_inactivity,5
0.01,1.0,33.0,38.3,0,overnight,22
1.08,19.2,8.0,111.9,0,dwell,13
0.14,10.5,8.0,38.8,0,dwell,13
2.77,240.7,5.87,44.7,0,normal,13
1.31,25.1,14.0,19.2,0,dwell,15
0.47,60.5,26.0,39.9,0,overnight,17
0.06,18.5,20.0,33.6,0,overnight,5
0.33,55.1,36.0,42.7,0,overnight,11
0.91,38.3,13.0,135.2,0,dwell,13
0.06,32.5,36.0,7.2,0,overnight,11
0.72,3.3,20.42,17.6,0,synthetic_normal,3
0.02,70.6,15.79,339.9,0,synthetic_normal,18
0.44,79.4,38.0,29.7,0,overnight,12
1.53,28.5,9.0,37.9,0,dwell,20
0.27,20.6,12.0,105.9,0,dwell,15
19.11,0.0,9.32,1062.4,0,synthetic_normal,4
0.17,58.3,35.0,39.0,0,overnight,9
0.0,15.1,46.0,597.6,1,prolonged_inactivity,9
0.1,44.6,38.0,28.4,0,overnight,7
0.29,31.2,36.0,37.6,0,overnight,7
34.22,2514.1,5.25,665.6,0,normal,14
1.75,5516.2,229.02,9111.2,1,signal_loss_return,13
0.15,25.2,28.0,26.3,0,overnight,11
0.24,32.3,23.0,45.1,0,overnight,4
0.22,58.7,35.0,46.5,0,overnight,3
0.4,15.1,31.0,12.5,0,overnight,12
4.1,32.1,6.87,41.5,0,normal,20
0.2,50.3,34.0,43.3,0,overnight,23
0.06,67.6,21.0,28.9,0,overnight,19
0.09,14.7,25.0,41.8,0,overnight,1
0.42,71.2,26.0,23.4,0,overnight,10
0.07,64.7,37.0,28.5,0,overnight,7
0.43,42.3,40.0,8.0,0,overnight,19
1.47,27.2,9.0,39.8,0,dwell,15
0.32,41.9,40.0,42.0,0,overnight,23
23.83,260.3,6.76,853.9,0,synthetic_normal,12
0.32,49.8,36.0,34.8,0,overnight,4
0.07,27.0,40.0,10.4,0,overnight,1
0.26,65.8,21.0,27.6,0,overnight,21
0.52,30.7,10.0,90.6,0,dwell,14
3.9,140.1,2.6,98.4,0,normal,14
0.4,55.0,29.0,28.4,0,overnight,12
0.39,36.8,26.0,29.3,0,overnight,7
0.39,40.3,29.0,38.7,0,overnight,23
0.0,48.0,33.0,22.9,0,overnight,9
0.42,62.8,29.0,34.3,0,overnight,11
0.07,16.0,26.0,24.4,0,overnight,20
0.2,60.9,14.65,560.4,0,synthetic_normal,17
0.5,56.6,39.0,20.1,0,overnight,6
0.05,25.1,20.0,50.9,0,overnight,23
4.52,347.1,6.7,145.7,0,normal,14
0.34,7.2,37.0,48.4,0,overnight,1
0.48,39.3,30.0,6.8,0,overnight,21
0.14,26.6,30.0,40.1,0,overnight,22
0.46,25.6,24.0,47.4,0,overnight,9
0.03,36.2,27.0,43.3,0,overnight,4
0.0,0.0,2.78,452.3,0,synthetic_normal,4
0.13,34.5,37.0,25.4,0,overnight,12
4.93,149.9,3.45,29.9,0,normal,16
0.24,97.6,24.41,18.5,0,synthetic_normal,21
0.45,29.4,25.0,12.5,0,overnight,21
0.07,54.4,39.0,16.1,0,overnight,12
0.05,17.3,9.0,71.1,0,dwell,15
0.18,28.1,33.0,32.5,0,overnight,9
0.06,10.9,39.0,39.8,0,overnight,6
0.1,49.5,35.0,36.3,0,overnight,17
0.61,37.5,11.0,99.1,0,dwell,13
36.3,7391.7,46.0,11354.6,1,signal_loss_return,4
0.22,3.2,35.0,43.9,0,overnight,12
0.5,69.2,26.0,43.6,0,overnight,5
0.03,43.3,21.0,45.5,0,overnight,7
0.14,32.6,20.0,45.3,0,overnight,9
0.1,75.9,31.0,50.2,0,overnight,6
0.34,17.4,8.0,113.6,0,dwell,13
1.43,23.8,6.0,100.4,0,dwell,13
0.04,101.7,19.89,1039.1,0,synthetic_normal,16
21.47,446.5,2.99,0.0,0,synthetic_normal,0
0.28,47.1,31.0,38.8,0,overnight,23
0.39,70.4,25.0,45.9,0,overnight,6
0.47,26.3,24.0,33.8,0,overnight,23
0.41,24.4,22.0,43.4,0,overnight,0
3.18,102.5,77.62,59.8,1,normal,13
0.34,53.4,21.0,25.7,0,overnight,12
0.25,18.7,26.0,21.3,0,overnight,10
0.24,38.8,27.0,36.4,0,overnight,22
0.55,7.0,8.0,139.6,0,dwell,14
0.04,35.0,31.0,18.7,0,overnight,10
0.05,71.5,21.0,30.6,0,overnight,9
27.89,14988.6,98.29,3834.6,1,signal_loss_return,13
0.06,27.5,22.0,19.6,0,overnight,2
0.66,37.1,12.0,159.2,0,dwell,14
0.01,10.2,29.0,33.2,0,overnight,3
0.43,48.6,38.0,52.9,0,overnight,12
27.2,176.5,7.63,156.2,0,synthetic_normal,21
0.07,62.6,32.0,51.6,0,overnight,16
0.43,36.7,27.0,29.0,0,overnight,11
0.17,35.6,9.0,127.8,0,dwell,13
0.46,50.6,24.0,31.5,0,overnight,9
0.08,57.5,30.0,38.6,0,overnight,7
0.76,49.6,14.0,154.5,0,dwell,17
0.12,30.0,11.65,496.1,0,synthetic_normal,21
0.35,23.3,10.0,40.0,0,dwell,17
0.44,30.8,34.0,30.7,0,overnight,3
0.38,86.6,28.0,43.9,0,overnight,15
0.06,44.5,33.0,40.2,0,overnight,5
0.44,61.0,33.0,25.0,0,overnight,1
5.76,285.8,3.38,36.4,0,normal,14
0.04,34.3,39.0,30.4,0,overnight,21
0.14,80.9,27.0,41.8,0,overnight,9
0.09,10.4,12.0,43.5,0,dwell,14
0.12,49.6,24.0,26.4,0,overnight,20
0.08,42.8,32.0,45.3,0,overnight,20
0.26,55.3,26.0,20.7,0,overnight,3
0.18,56.8,36.0,43.8,0,overnight,10
0.49,19.0,39.0,48.5,0,overnight,19
0.26,74.0,37.0,35.0,0,overnight,4
0.27,50.1,29.0,12.0,0,overnight,10
1.03,23.7,8.0,22.2,0,dwell,20
0.07,45.8,26.0,7.0,0,overnight,18
0.35,19.2,7.0,33.7,0,dwell,14
0.53,28.4,7.0,43.2,0,dwell,14
0.39,68.7,32.0,35.0,0,overnight,18
0.32,44.8,39.0,9.8,0,overnight,20
0.47,69.0,39.0,27.5,0,overnight,8
1.59,44.4,12.0,122.5,0,dwell,15
0.27,89.1,22.05,414.9,0,synthetic_normal,13
3.9,328.4,51.48,133.7,1,normal,13
0.47,41.1,38.0,34.5,0,overnight,10
0.3,40.6,28.0,46.7,0,overnight,7
0.12,80.4,37.0,43.3,0,overnight,6
0.52,23.5,12.0,71.7,0,dwell,21
0.39,46.4,37.0,16.0,0,overnight,23
0.44,58.1,28.0,32.4,0,overnight,8
0.21,47.4,38.28,728.0,0,synthetic_normal,8
0.21,74.4,21.0,39.8,0,overnight,20
0.5,41.5,26.0,19.0,0,overnight,3
0.52,10.9,13.37,816.0,0,synthetic_normal,6
0.2,25.3,21.0,31.5,0,overnight,2
0.18,38.2,27.0,33.1,0,overnight,8
0.27,54.4,21.0,11.5,0,overnight,10
127.36,5467.8,2.41,5728.1,1,abduction_speed,8
28.47,13171.9,3.61,4457.7,1,sudden_jump,7
5.8,179.7,4.5,93.7,0,normal,20
0.13,62.8,31.0,25.5,0,overnight,2
0.39,64.4,29.0,32.6,0,overnight,19
0.2,30.9,36.0,3.8,0,overnight,17
0.42,15.1,26.0,3.2,0,overnight,18
0.46,63.6,27.0,56.9,0,overnight,20
0.1,70.5,35.0,33.5,0,overnight,0
0.05,73.3,34.0,31.8,0,overnight,6
0.44,29.0,34.0,40.9,0,overnight,11
0.18,44.7,32.0,16.3,0,overnight,4
0.5,12.7,34.0,43.7,0,overnight,8
0.62,31.9,12.0,121.5,0,dwell,16
1.09,34.7,8.0,120.1,0,dwell,3
152.3,3269.8,1.53,2611.9,1,abduction_speed,2
0.22,60.0,23.0,30.9,0,overnight,23
0.39,28.7,20.0,39.1,0,overnight,12
22.98,856.2,5.95,110.6,0,normal,14
0.06,75.1,23.0,25.3,0,overnight,4
1.26,24.3,8.0,169.6,0,dwell,13
0.32,52.9,36.0,7.8,0,overnight,20
0.43,38.7,40.0,9.9,0,overnight,3
0.09,30.3,23.0,57.0,0,overnight,3
15.03,25242.7,149.8,3558.9,1,signal_loss_return,21
0.12,73.8,36.0,46.3,0,overnight,2
0.48,26.8,31.0,37.7,0,overnight,8
0.28,90.3,34.0,38.2,0,overnight,19
0.3,38.9,35.0,18.6,0,overnight,5
0.11,70.0,20.0,44.5,0,overnight,5
153.85,5212.7,2.02,1343.4,1,abduction_speed,17
0.12,22.7,38.0,35.8,0,overnight,23
1.49,3.1,14.0,140.3,0,dwell,20
0.82,54.1,8.0,33.0,0,dwell,14
0.18,16.9,8.0,57.0,0,dwell,13
0.03,31.4,27.0,12.0,0,overnight,5
0.23,30.0,38.0,9.0,0,overnight,6
0.08,49.5,31.0,15.5,0,overnight,2
0.32,35.2,17.55,673.6,0,synthetic_normal,10
0.29,40.8,22.0,29.0,0,overnight,2
1.03,698.2,7.18,475.8,0,synthetic_normal,14
0.28,25.4,38.0,43.0,0,overnight,11
0.36,6.8,40.0,35.2,0,overnight,6
0.12,45.9,26.0,22.3,0,overnight,4
3.78,97.2,2.67,88.1,0,normal,14
0.33,49.5,34.0,36.8,0,overnight,7
0.21,88.7,28.0,54.5,0,overnight,2
0.99,65.0,14.14,425.8,0,synthetic_normal,5
0.44,32.5,34.0,6.5,0,overnight,16
0.0,72.1,40.0,42.8,0,overnight,12
0.35,27.3,23.0,37.2,0,overnight,12
0.34,30.1,32.0,25.0,0,overnight,19
1.43,25.8,6.0,72.7,0,dwell,4
2.32,88.8,4.5,95.1,0,normal,18
0.2,10.7,40.0,30.6,0,overnight,8
0.38,31.0,24.0,30.2,0,overnight,10
0.28,153.5,0.5,45.3,0,synthetic_normal,16
5.59,40119.1,1101.67,204.3,1,intercity_transit,6
0.14,64.8,35.0,52.8,0,overnight,11
0.94,29.8,11.0,44.2,0,dwell,14
0.31,42.9,26.0,36.1,0,overnight,2
0.26,62.5,39.0,34.9,0,overnight,2
0.43,14.1,13.0,30.6,0,dwell,15
0.41,56.5,25.0,30.5,0,overnight,7
0.18,22.4,27.0,8.3,0,overnight,18
5.88,282.6,5.03,282.2,0,normal,14
0.06,25.4,35.0,15.4,0,overnight,4
0.4,59.9,35.0,32.9,0,overnight,2
0.72,11.8,14.22,612.7,0,synthetic_normal,10
0.09,22.7,16.73,129.6,0,synthetic_normal,21
0.11,30.3,9.67,100.2,0,synthetic_normal,23
0.58,41.8,8.0,133.3,0,dwell,13
1.57,26.1,6.0,54.8,0,dwell,19
0.37,17.5,6.0,137.9,0,dwell,13
0.15,89.6,33.0,40.6,0,overnight,1
0.42,90.1,31.0,56.3,0,overnight,6
0.21,65.2,26.0,47.9,0,overnight,20
0.11,32.9,14.0,111.6,0,dwell,18
0.34,15.8,36.0,13.9,0,overnight,2
0.18,36.9,38.0,51.5,0,overnight,22
0.41,37.5,34.0,29.0,0,overnight,4
0.18,72.0,39.0,40.1,0,overnight,6
0.38,43.5,29.0,11.5,0,overnight,22
0.0,22.8,11.0,21.7,0,dwell,7
0.35,53.3,24.0,47.7,0,overnight,19
0.26,53.7,38.0,19.2,0,overnight,18
0.18,24.4,11.0,128.3,0,dwell,18
0.41,66.3,22.0,41.1,0,overnight,22
0.45,63.8,21.0,33.0,0,overnight,23
0.04,84.8,20.0,36.5,0,overnight,12
27.43,7913.8,4.25,5361.0,1,sudden_jump,5
0.5,32.9,8.0,76.4,0,dwell,17
38.19,887.3,2.85,0.0,0,synthetic_normal,10
0.89,45.5,9.0,31.3,0,dwell,14
0.15,32.6,30.0,43.0,0,overnight,19
0.02,14.5,13.0,24.4,0,dwell,14
0.43,30.3,23.0,16.0,0,overnight,23
1.25,52.9,12.0,102.9,0,dwell,17
0.28,19.9,40.0,9.3,0,overnight,23
3.12,292.0,3.2,32.5,0,normal,20
0.01,56.4,40.0,15.0,0,overnight,22
3.97,175.2,4.18,155.0,0,normal,14
1.31,65.6,10.0,34.6,0,dwell,5
0.3,56.2,38.0,16.5,0,overnight,1
0.16,18.0,40.0,20.9,0,overnight,21
0.25,72.7,26.0,44.9,0,overnight,0
0.4,74.1,20.0,36.9,0,overnight,10
0.79,87.8,28.15,54.4,0,synthetic_normal,15
21.35,5155.1,2.38,3229.9,1,sudden_jump,3
0.88,25.2,10.0,126.8,0,dwell,13
1.25,5.7,8.0,26.0,0,dwell,19
0.12,70.2,21.0,47.0,0,overnight,16
2.64,20.3,55.33,23.7,1,normal,13
5.14,445.7,55.22,212.2,1,normal,13
0.32,43.9,11.0,89.3,0,dwell,4
0.86,43.7,9.0,147.2,0,dwell,14
0.24,71.8,36.0,33.3,0,overnight,11
0.06,12.6,25.0,43.3,0,overnight,4
0.24,44.3,22.0,45.9,0,overnight,3
0.22,28.7,40.0,35.7,0,overnight,11
0.49,50.4,34.0,25.3,0,overnight,12
0.16,39.6,20.0,21.1,0,overnight,10
0.31,19.9,29.0,52.0,0,overnight,12
0.13,38.7,23.0,18.7,0,overnight,10
1.29,28.0,8.0,166.1,0,dwell,15
0.24,56.7,32.0,32.3,0,overnight,8
0.41,23.4,24.51,776.7,0,synthetic_normal,6
0.39,14.3,20.0,16.9,0,overnight,3
0.0,57.1,38.0,32.2,0,overnight,19
0.88,22.4,9.0,121.8,0,dwell,19
31.13,3466.4,7.33,21944.8,1,route_abandonment,22
29.19,4666.7,3.69,2408.2,1,sudden_jump,22
0.28,20.0,27.0,44.2,0,overnight,16
20.67,1657.2,4.23,154.7,0,normal,14
0.31,13.2,27.0,40.4,0,overnight,23
0.2,67.7,24.45,612.5,0,synthetic_normal,20
0.08,10.6,39.0,39.0,0,overnight,16
0.28,47.5,35.0,42.9,0,overnight,12
0.49,57.6,29.0,12.8,0,overnight,17
35.47,12179.2,4.2,4115.2,1,sudden_jump,13
0.49,68.4,39.0,47.8,0,overnight,10
0.1,68.2,31.0,33.7,0,overnight,8
0.2,52.8,34.0,42.0,0,overnight,9
0.02,37.2,36.0,42.6,0,overnight,5
0.94,42.7,9.0,35.5,0,dwell,5
0.31,42.6,26.0,36.8,0,overnight,19
35.18,892.5,2.77,383.9,0,normal,15
0.07,63.5,20.0,27.3,0,overnight,22
0.36,57.5,30.0,37.9,0,overnight,14
0.45,64.4,38.0,23.2,0,overnight,21
0.37,16.0,22.0,19.4,0,overnight,11
0.06,35.5,23.0,30.0,0,overnight,10
0.1,33.5,24.0,40.4,0,overnight,1
0.24,91.1,27.0,47.9,0,overnight,12
0.33,34.8,28.0,39.8,0,overnight,19
193.12,3195.3,2.22,2516.7,1,abduction_speed,13
0.04,29.7,22.0,25.3,0,overnight,3
37.91,6158.2,3.2,3698.7,1,sudden_jump,22
0.69,33.2,8.6,338.8,0,synthetic_normal,15
140.91,6635.3,2.48,1836.2,1,abduction_speed,10
0.06,8.4,12.0,169.5,0,dwell,14
0.48,25.4,23.0,20.7,0,overnight,4
0.44,84.3,39.0,44.8,0,overnight,6
0.36,54.7,25.0,40.1,0,overnight,5
0.21,39.2,32.0,13.7,0,overnight,18
0.09,36.8,38.0,18.4,0,overnight,22
1.37,38.1,14.0,83.6,0,dwell,15
3.81,278.0,50.1,224.2,1,normal,13
0.08,66.7,35.0,50.8,0,overnight,7
0.27,31.8,13.48,459.6,0,synthetic_normal,16
0.1,59.3,23.0,48.7,0,overnight,8
0.22,17.4,28.0,24.3,0,overnight,5
0.31,78.6,28.0,46.3,0,overnight,0
0.33,27.5,39.0,35.9,0,overnight,9
0.39,43.8,25.0,43.3,0,overnight,17
0.42,30.7,40.0,16.3,0,overnight,17
0.15,24.0,7.0,16.8,0,dwell,15
3.87,30164.3,173.72,120.9,1,intercity_transit,15
0.46,60.1,29.0,30.9,0,overnight,1
0.14,69.8,24.0,45.6,0,overnight,18
0.06,27.9,34.0,18.5,0,overnight,11
0.06,58.8,40.0,40.1,0,overnight,21
0.75,16.3,10.0,165.4,0,dwell,15
46.41,935.9,11.28,0.0,0,synthetic_normal,19
0.43,53.3,37.0,35.9,0,overnight,11
0.43,26.4,23.0,26.7,0,overnight,18
0.12,25.9,26.0,1.6,0,overnight,20
0.24,71.9,26.0,26.9,0,overnight,21
0.32,54.8,20.0,35.7,0,overnight,3
0.22,51.4,29.0,27.4,0,overnight,23
0.06,58.5,21.0,29.7,0,overnight,9
0.61,20.9,10.0,17.0,0,dwell,16
0.16,47.9,22.0,32.2,0,overnight,23
0.25,36.4,23.0,37.6,0,overnight,21
0.03,27.4,40.0,44.1,0,overnight,17
4.08,198.6,6.15,22.6,0,normal,16
0.05,34.3,14.0,46.3,0,dwell,17
0.11,77.8,20.0,51.6,0,overnight,4
4.67,117.4,3.77,37.2,0,normal,14
0.03,27.9,27.0,37.2,0,overnight,22
0.43,22.2,28.0,18.4,0,overnight,8
0.38,35.2,29.0,11.6,0,overnight,8
0.41,36.7,22.0,34.6,0,overnight,1
4.34,94.7,6.38,35.2,0,normal,14
0.03,50.2,12.0,60.2,0,dwell,16
30.0,7479.5,159.15,6239.9,1,signal_loss_return,3
0.25,41.0,31.0,42.7,0,overnight,9
0.49,8.1,21.0,39.1,0,overnight,23
0.36,85.0,27.0,34.4,0,overnight,11
0.4,69.9,38.0,34.6,0,overnight,18
28.91,252.2,2.34,0.0,0,synthetic_normal,6
0.32,68.4,25.0,44.9,0,overnight,4
0.17,51.8,21.0,23.2,0,overnight,11
0.47,63.2,26.0,57.0,0,overnight,23
0.49,3.2,10.0,14.3,0,dwell,15
0.03,4.6,39.0,15.6,0,overnight,12
1.13,43.1,8.0,54.6,0,dwell,12
0.3,76.8,27.0,31.3,0,overnight,20
1.06,9.8,24.29,154.9,0,synthetic_normal,12
0.27,56.4,24.0,39.8,0,overnight,1
0.09,47.7,12.0,77.7,0,dwell,21
0.06,32.8,24.0,14.0,0,overnight,23
0.48,22.0,10.0,39.1,0,dwell,15
0.03,43.6,24.0,36.9,0,overnight,9
0.25,64.0,28.0,41.0,0,overnight,10
0.41,43.0,33.0,18.5,0,overnight,20
1.27,65.3,14.0,70.2,0,dwell,15
0.36,53.6,39.0,25.1,0,overnight,0
0.18,51.5,12.0,44.8,0,dwell,21
0.0,34.4,39.0,13.5,0,overnight,4
0.29,62.0,30.0,43.4,0,overnight,0
0.04,50.2,32.0,29.2,0,overnight,19
0.7,44.9,6.0,86.1,0,dwell,18
0.27,67.1,35.0,39.3,0,overnight,9
0.14,25.8,37.0,34.0,0,overnight,10
0.44,8.2,15.01,558.6,0,synthetic_normal,7
0.09,20.3,37.0,25.5,0,overnight,17
0.05,33.2,31.0,10.6,0,overnight,11
0.49,50.9,27.0,21.4,0,overnight,11
0.36,60.8,34.0,26.1,0,overnight,6
175.17,3785.6,1.31,4044.6,1,abduction_speed,23
0.49,69.8,26.53,81.5,0,synthetic_normal,6
0.48,40.0,26.0,21.5,0,overnight,10
5.19,242.4,5.2,19.1,0,normal,14
0.48,55.0,20.0,11.2,0,overnight,5
1.43,6.8,7.0,150.5,0,dwell,14
0.18,84.9,33.0,41.6,0,overnight,7
0.46,35.6,32.0,33.9,0,overnight,22
0.25,30.0,26.0,11.4,0,overnight,23
0.06,34.8,35.0,29.3,0,overnight,7
0.07,72.3,40.0,41.2,0,overnight,6
0.17,31.9,24.0,27.8,0,overnight,11
0.25,36.5,20.0,41.7,0,overnight,16
0.66,21.2,11.0,20.4,0,dwell,5
0.16,35.9,28.0,44.0,0,overnight,21
0.43,54.2,23.0,30.6,0,overnight,8
0.48,23.4,40.0,45.7,0,overnight,6
1.55,27.1,6.0,189.8,0,dwell,13
46.76,1872.8,15.61,14005.5,1,route_abandonment,21
0.24,67.7,36.0,38.9,0,overnight,22
0.17,72.3,30.0,38.0,0,overnight,6
0.24,37.4,11.0,77.2,0,dwell,15
0.46,14.2,32.0,33.4,0,overnight,22
1.19,29.5,8.0,62.9,0,dwell,20
0.48,47.2,38.0,35.5,0,overnight,16
0.82,40.9,6.0,49.6,0,dwell,15
1.35,21.3,9.0,69.6,0,dwell,14
0.2,15.7,26.0,51.8,0,overnight,8
30.33,0.0,5.79,0.0,0,synthetic_normal,16
0.11,58.5,39.0,19.3,0,overnight,8
0.05,53.2,33.0,33.6,0,overnight,7
0.43,25.8,39.0,24.2,0,overnight,4
1.08,30.5,10.0,99.3,0,dwell,16
0.49,44.5,27.0,27.0,0,overnight,21
0.1,28.0,37.0,38.1,0,overnight,9
0.16,62.9,26.0,42.0,0,overnight,0
0.11,35.1,31.0,37.9,0,overnight,1
0.16,33.5,31.0,44.0,0,overnight,18
6.14,183.8,2.75,98.3,0,normal,14
1.01,43.0,10.0,77.9,0,dwell,15
1.54,50.4,12.0,48.8,0,dwell,15
0.12,65.9,32.0,37.9,0,overnight,1
0.17,21.0,10.22,248.5,0,synthetic_normal,16
0.3,85.1,23.0,43.6,0,overnight,20
0.04,18.3,11.0,145.9,0,dwell,21
0.23,33.3,8.0,20.5,0,dwell,20
0.47,48.3,40.0,5.5,0,overnight,0
7.66,140.2,59.33,87.5,1,normal,13
24.87,12622.5,4.29,1671.9,1,sudden_jump,2
0.19,86.1,37.0,39.4,0,overnight,23
5.59,338.0,3.35,25.5,0,normal,14
0.23,27.1,30.0,12.8,0,overnight,10
0.17,34.0,7.0,97.2,0,dwell,14
0.46,36.4,25.0,49.8,0,overnight,4
0.45,79.6,28.0,43.9,0,overnight,7
0.42,75.7,40.0,42.5,0,overnight,23
1.28,34.4,9.0,116.3,0,dwell,17
0.49,41.8,26.0,44.0,0,overnight,3
0.25,16.1,40.0,27.3,0,overnight,3
0.01,18.1,13.0,130.7,0,dwell,17
0.84,22.0,8.0,174.6,0,dwell,16
0.46,53.5,8.0,65.5,0,dwell,16
141.66,4522.5,2.72,3587.0,1,abduction_speed,20
0.46,43.3,28.0,40.2,0,overnight,10
1.31,14.3,12.0,140.6,0,dwell,14
0.07,42.1,14.0,6.4,0,dwell,21
0.15,18.9,31.0,46.4,0,overnight,17
0.13,15.1,37.0,17.5,0,overnight,10
0.95,36.7,11.0,54.3,0,dwell,15
0.36,47.2,8.0,45.7,0,dwell,15
0.44,27.6,24.0,29.6,0,overnight,23
0.89,21.7,11.0,23.2,0,dwell,20
0.06,76.3,40.0,41.5,0,overnight,12
0.24,53.4,31.0,35.3,0,overnight,2
1.31,43.1,12.0,45.6,0,dwell,15
0.34,11.3,26.0,26.4,0,overnight,23
3.75,29910.0,1142.13,174.4,1,intercity_transit,7
0.21,56.5,34.0,31.3,0,overnight,2
0.41,26.3,32.0,17.6,0,overnight,22
0.08,26.0,36.0,11.0,0,overnight,3
19.31,685.6,14.72,14239.6,1,route_abandonment,11
9.44,0.0,4.26,0.0,0,synthetic_normal,8
0.27,13.8,22.0,42.2,0,overnight,20
0.34,44.6,40.0,51.1,0,overnight,10
0.31,26.5,8.0,51.1,0,dwell,16
0.16,51.2,13.0,122.3,0,dwell,16
6.5,47251.0,434.37,152.5,1,intercity_transit,20
0.45,54.5,26.0,41.2,0,overnight,17
0.05,33.5,22.0,31.0,0,overnight,7
22.3,11562.2,2.1,4126.8,1,sudden_jump,3
0.37,42.5,26.0,15.5,0,overnight,11
0.33,26.5,24.0,28.4,0,overnight,19
0.13,52.4,30.0,31.9,0,overnight,10
64.1,9790.5,81.4,1755.8,1,signal_loss_return,7
0.1,190.5,17.94,689.6,0,synthetic_normal,4
27.24,2142.6,0.0,13621.5,1,route_abandonment,8
0.33,60.4,25.0,45.1,0,overnight,23
0.37,62.7,27.0,35.0,0,overnight,19
0.85,109.6,11.11,377.4,0,synthetic_normal,13
0.04,38.0,40.0,45.6,0,overnight,7
0.35,40.5,30.0,11.2,0,overnight,1
